aborted,applicant,cancelled,cancelledAt,createdAt,createdBy,didPass,executed,gracePeriodEnds,guildkick,isMinion,lootRequested,memberAddress,minionExecuteActionTx,newMember,noShares,noVotes,paymentRequested,paymentTokenDecimals,paymentTokenSymbol,processed,processor,processedAt,proposer,proposalId,proposalIndex,sharesRequested,sponsored,sponsor,sponsoredAt,startingPeriod,trade,tributeOffered,tributeTokenDecimals,tributeTokenSymbol,tributeToken,votingPeriodStarts,votingPeriodEnds,whitelist,yesShares,yesVotes,molochAddress,molochVersion,minionAddress,actions,escrow,status,title,description,link,proposalType
"false","0x0000000000000000000000000000000000000000","false","","1622093696","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623418372","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699276","0x158acc01eb469039612ffb6a8f3112f490419cd9","349","314","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094907","5622","false","0","","","0x123b869f8e1d704c9425385797dc5709033b96cd","1622208772","1622813572","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV39","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093661","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623411172","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699247","0x158acc01eb469039612ffb6a8f3112f490419cd9","348","313","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094861","5621","false","0","","","0x37fd5d172fbdb317d1c094569ea914dc1381098a","1622201572","1622806372","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV38","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093656","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623403972","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699221","0x158acc01eb469039612ffb6a8f3112f490419cd9","347","312","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094835","5620","false","0","","","0x7af2bf4407c92e0c8a33bd88e4900ecbf403e18a","1622194372","1622799172","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV37","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093601","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623396772","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699156","0x158acc01eb469039612ffb6a8f3112f490419cd9","346","311","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094818","5619","false","0","","","0x7e6045940b12b6e8172d396ce1f652813a314669","1622187172","1622791972","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV36","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093527","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623389572","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699090","0x158acc01eb469039612ffb6a8f3112f490419cd9","345","310","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094818","5618","false","0","","","0x4d78ede5d95a885eecd9b1c842467e242c6efc1f","1622179972","1622784772","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV35","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093500","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623382372","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699075","0x158acc01eb469039612ffb6a8f3112f490419cd9","344","309","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094818","5617","false","0","","","0x63ef23bb2821294a57ea496e283e307d90340fe7","1622172772","1622777572","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV34","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093490","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623375172","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699051","0x158acc01eb469039612ffb6a8f3112f490419cd9","343","308","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094747","5616","false","0","","","0x0595b5a7740b3f5a83ea62ed970ac101beaa6821","1622165572","1622770372","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV33","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093435","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623367972","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699035","0x158acc01eb469039612ffb6a8f3112f490419cd9","342","307","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094747","5615","false","0","","","0x58c4c1c7b40f25d3dbb8d48c0653ad837ca95675","1622158372","1622763172","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV32","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622093353","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623360772","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623699009","0x158acc01eb469039612ffb6a8f3112f490419cd9","341","306","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094714","5614","false","0","","","0x582edbc2326b6a3c07bc62a6806f5fe4f5fb984f","1622151172","1622755972","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV31","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622088217","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623353572","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623698997","0x158acc01eb469039612ffb6a8f3112f490419cd9","340","305","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094536","5613","false","0","","","0x954dd352d05d86eda618133a63e01fcf23fe1cc1","1622143972","1622748772","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV30","whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622086601","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623346372","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623698927","0x158acc01eb469039612ffb6a8f3112f490419cd9","339","304","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094536","5612","false","0","","","0x8e41332bb729df4461dac11a72aee528d97e9d6b","1622136772","1622741572","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV29","Whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1622083910","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623339172","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623698895","0x158acc01eb469039612ffb6a8f3112f490419cd9","338","303","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094451","5611","false","0","","","0xee02d06984d37f1fadb3437a10dc7e74b0368084","1622129572","1622734372","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV28","whitelist","https://pokemol.com/","Whitelist Token Proposal"
"false","0x844bb8c8bdfff859b9aeee92f20a268a04228aa7","false","","1621974127","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1623187972","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","20000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1623262062","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","337","298","0","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1621974281","5590","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1621978372","1622583172","false","8998","3","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Professional fees fund","See link","hideout.metacartel.xyz/t/creation-and-funding-of-new-multisig-for-attorneys-fees/202","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1621889591","0x618d64611af0a80f77472051077f488f12004daa","true","false","1623101572","false","false","0","0x618d64611af0a80f77472051077f488f12004daa","","false","10913","4","45000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1623158348","0x618d64611af0a80f77472051077f488f12004daa","336","297","0","true","0x618d64611af0a80f77472051077f488f12004daa","1621889663","5578","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1621891972","1622496772","false","15927","9","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Defi Safety","A safer future for a more informed Ape","hideout.metacartel.xyz/t/defi-safety-scoring/201","Funding Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1621824584","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623331972","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623698835","0x158acc01eb469039612ffb6a8f3112f490419cd9","335","302","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622094379","5610","false","0","","","0x0b4a62e52b6efb227a828ed840e0d6175e0c3228","1622122372","1622727172","true","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV27","MCV27 Whitelist","https://hideout.metacartel.xyz/t/mcv27-claims-token/184","Whitelist Token Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1621187802","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","false","1622403172","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","4400","1","180000000000000000000","18","WETH","true","0x52af239d8169314c6c1ff51539158e55b65a1a99","1623078740","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","334","296","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1621187850","5481","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1621193572","1621798372","false","14632","5","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot","Invest in Snapshot, yes or no?","","Funding Proposal"
"false","0x6e1c264ec22097a0e2ef3f9dd72ac822956c4edc","false","","1620397808","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","true","false","1621611172","false","false","0","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","","false","0","0","43000000000000000000","18","WETH","true","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","1621946167","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","333","295","0","true","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","1620398139","5371","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1620401572","1621006372","false","3244","4","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Mithraeum","See investment memo and discord channel for more information","hideout.metacartel.xyz/t/mithreaum-investment-memo/196","Funding Proposal"
"false","0x7aed3163fb1b705423175e3c2fa1d58aa638efa0","false","","1620245415","0x7aed3163fb1b705423175e3c2fa1d58aa638efa0","true","false","1621459972","false","false","0","0x7aed3163fb1b705423175e3c2fa1d58aa638efa0","","false","0","0","65000000000000000000","18","WETH","true","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","1621946096","0x7aed3163fb1b705423175e3c2fa1d58aa638efa0","332","294","0","true","0x7aed3163fb1b705423175e3c2fa1d58aa638efa0","1620247181","5350","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1620250372","1620855172","false","3315","4","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Seed Club","See investment memo and discord channel for more information","hideout.metacartel.xyz/t/seed-club-investment-memo/198","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1620079801","0x850b57fa5e6cf7dd624ac9287a2c7c79b342d7a8","true","false","1621294372","false","false","0","0x850b57fa5e6cf7dd624ac9287a2c7c79b342d7a8","","false","0","0","85000000000000000000","18","WETH","true","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","1621946041","0x850b57fa5e6cf7dd624ac9287a2c7c79b342d7a8","331","293","0","true","0x850b57fa5e6cf7dd624ac9287a2c7c79b342d7a8","1620081855","5327","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1620084772","1620689572","false","13723","10","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Connext","See memo and related discord channel","hideout.metacartel.xyz/t/connext-investment-memo/186","Funding Proposal"
"false","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","false","","1619733270","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","true","false","1620948772","false","false","0","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","","false","0","0","44000000000000000000","18","WETH","true","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","1621945977","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","330","292","0","true","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","1619733884","5279","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1619739172","1620343972","false","4069","6","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Rewarding Contributors","These funds will be moved to an xDAI DAO, and will hopefully last 6+ months to pay the core contributors of MCV. The details on how funds will exactly be distributed out is still TBD, and will be discussed internally. ","hideout.metacartel.xyz/t/rewarding-contributors/194","Funding Proposal"
"false","0x0000000000000000000000000000000000000000","false","","1618699794","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1620106372","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1620155291","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","329","290","0","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1618892911","5162","false","0","","","0x03ab458634910aad20ef5f1c8ee96f1d6ac54919","1618896772","1619501572","true","4635","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Whitelist RAI","","www.coingecko.com/en/coins/rai","Whitelist Token Proposal"
"false","0x37e33d90f8a60e484e9cd12699497a3288d41834","false","","1618623983","0x37e33d90f8a60e484e9cd12699497a3288d41834","false","false","1620185572","false","false","0","0x0000000000000000000000000000000000000000","","true","10035","3","0","","","true","0x37e33d90f8a60e484e9cd12699497a3288d41834","1620221640","0x37e33d90f8a60e484e9cd12699497a3288d41834","328","291","5","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1618969218","5173","false","5000000000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1618975972","1619580772","false","0","0","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Failed","New member ","interested in joining this community to help support the growth of the ecosystem ","app.daohaus.club/dao/0x1/0x4570b4faf71e23942b8b9f934b47ccedf7540162","Member Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1618484455","0x9bcb319bed50ff0ce2d6ffa95ab9293a175aed7d","true","false","1619919172","false","false","0","0x0000000000000000000000000000000000000000","","false","4635","1","45000000000000000000","18","WETH","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1620086525","0x9bcb319bed50ff0ce2d6ffa95ab9293a175aed7d","327","289","0","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1618705180","5136","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1618709572","1619314372","false","7280","6","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","blockart","https://hideout.metacartel.xyz/t/block-art-investment-memo/190/2","https://hideout.metacartel.xyz/t/block-art-investment-memo/190/2","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1618273132","0xbe278527d392ebb1cbe4818b95d984ff0a773d73","true","false","1619487172","false","false","0","0xbe278527d392ebb1cbe4818b95d984ff0a773d73","","false","0","0","125000000000000000000","18","WETH","true","0x6c65fb326e7734ba5508b5d043718288b43b9ed9","1619546030","0xbe278527d392ebb1cbe4818b95d984ff0a773d73","326","288","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1618274830","5076","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1618277572","1618882372","false","10352","6","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","$250K Investment in Opolis","See memo and related Discord channel","hideout.metacartel.xyz/t/opolis-investment-memo/191","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1618062621","0xbe278527d392ebb1cbe4818b95d984ff0a773d73","false","false","1619278372","false","false","0","0xbe278527d392ebb1cbe4818b95d984ff0a773d73","","false","22707","10","250000000000000000000","18","WETH","true","0x6c65fb326e7734ba5508b5d043718288b43b9ed9","1619545969","0xbe278527d392ebb1cbe4818b95d984ff0a773d73","325","287","0","true","0xe2a82cdccbfa6ebf9817b0c4aed45264bd41fbec","1618066704","5047","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1618068772","1618673572","false","11045","4","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Failed","$500K Investment in Opolis","See memo and related Discord channel","hideout.metacartel.xyz/t/opolis-investment-memo/191","Funding Proposal"
"false","0x9bcb319bed50ff0ce2d6ffa95ab9293a175aed7d","false","","1617809293","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","false","false","1619026372","false","false","0","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","","false","16835","6","110000000000000000000","18","WETH","true","0x6c65fb326e7734ba5508b5d043718288b43b9ed9","1619545359","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","324","286","0","true","0x618d64611af0a80f77472051077f488f12004daa","1617813413","5012","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1617816772","1618421572","false","13119","8","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Failed","blockart","https://hideout.metacartel.xyz/t/block-art-investment-memo/190","https://hideout.metacartel.xyz/t/block-art-investment-memo/190","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1617468685","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","false","1618687972","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","0","0","25000000000000000000","18","WETH","true","0x98f39253bcfed7ac92f28693f2c04cfadbfa41d5","1619299777","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","322","284","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1617472607","4965","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1617478372","1618083172","false","8895","7","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Gitcoin (Top-up)","Top-up our investment or not?","","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1616854245","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","false","1618068772","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","0","0","35000000000000000000","18","WETH","true","0x6c65fb326e7734ba5508b5d043718288b43b9ed9","1618108547","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","321","283","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1616854997","4879","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1616859172","1617463972","false","11614","10","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Gitcoin","Invest or not?","","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1616556147","0xc22ac94fa7cd5c40a8490dfcfde91081416fc0b8","true","false","1617917572","false","false","0","0xc22ac94fa7cd5c40a8490dfcfde91081416fc0b8","","false","22092","13","1250000000000000000000","18","WETH","true","0xc22ac94fa7cd5c40a8490dfcfde91081416fc0b8","1617995908","0xc22ac94fa7cd5c40a8490dfcfde91081416fc0b8","320","282","0","true","0xc22ac94fa7cd5c40a8490dfcfde91081416fc0b8","1616706196","4858","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1616707972","1617312772","false","23513","14","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","ETH to USDC","","","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1616464312","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","true","false","1617687172","false","false","0","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","","false","0","0","35000000000000000000","18","WETH","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1617733403","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","319","281","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1616474487","4826","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1616477572","1617082372","false","9068","6","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","FWBPro Investment","Crypto x Culture ","hideout.metacartel.xyz/t/fwb-pro-investment-memo/183","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1616073992","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","false","false","1617283972","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","6381","4","30000000000000000000","18","WETH","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1617668812","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","318","280","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1616074126","4770","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1616074372","1616679172","false","1398","2","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Failed","ENSO","social metastrategies","https://hideout.metacartel.xyz/t/enso-investment-memo/185","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1615960763","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1617211972","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","230000000000000000000","18","WETH","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1617668695","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","317","279","0","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1616001723","4760","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1616002372","1616607172","false","21806","10","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","$400K Investment in SF","See link to memo and related Discord channel","0x7ac712ec4C58dEd138CC4e63e0fd59F697cC6963","Funding Proposal"
"false","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","false","","1615949293","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","true","false","1617168772","false","false","0","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","","false","0","0","31000000000000000000","18","WETH","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1617668600","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","316","278","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1615952162","4754","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1615959172","1616563972","false","7539","5","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Marble","SAFT for Marble, see discord.","discord.com/channels/694328313904234627/819472571371225098","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1615731647","0xc746a92f997333841adf686253eb77441d9868f4","true","false","1616959972","false","false","0","0xc746a92f997333841adf686253eb77441d9868f4","","false","0","0","140000000000000000000","18","WETH","true","0x6c65fb326e7734ba5508b5d043718288b43b9ed9","1617129671","0xc746a92f997333841adf686253eb77441d9868f4","315","277","0","true","0x8c991297440a79358bd864902e704ecc815eac81","1615749808","4725","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1615750372","1616355172","false","16876","13","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Arbitrum","","https://j.mp/3qIJvIT","Funding Proposal"
"false","0x158acc01eb469039612ffb6a8f3112f490419cd9","false","","1615408878","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623317572","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1623698748","0x158acc01eb469039612ffb6a8f3112f490419cd9","314","300","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622093922","5608","false","100000000000000000000","18","MCV25","0xc425fd4e6da7589f4b3f6272b581ed24f61c0ee9","1622107972","1622712772","false","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV25 Deposit","Depositing MCV25 claims token","https://pokemol.com/","Funding Proposal"
"false","0x158acc01eb469039612ffb6a8f3112f490419cd9","false","","1615408711","0x158acc01eb469039612ffb6a8f3112f490419cd9","true","false","1623310372","false","false","0","0x158acc01eb469039612ffb6a8f3112f490419cd9","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1623641322","0x158acc01eb469039612ffb6a8f3112f490419cd9","313","299","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1622093922","5607","false","100000000000000000000","18","MCV24","0x2fae2125799dfd22973daa009080bdb078c68640","1622100772","1622705572","false","120","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","MCV24 Deposit","Deposit MCV24 Claims Token","https://pokemol.com/","Funding Proposal"
